 Block length                 Mean                  Sigma
   1.00000000000000       -80.2952073838964       0.188409464002553     
   2.00000000000000       -80.2952073838964       0.238584587663442     
   4.00000000000000       -80.3113959985788       0.305019118445995     
   8.00000000000000       -80.3165970935189       0.400605589462212     
   16.0000000000000       -80.3157785399184       0.515002571992370     
   32.0000000000000       -80.3124177284173       0.683878286774509     
   64.0000000000000       -80.5786402452258       0.927229313678521     
   128.000000000000       -80.4701092470851        1.08233316501391     
   256.000000000000       -80.3579198734146        1.19837917305646     
