 Block length                 Mean                  Average
   1.00000000000000        345.836577952627       0.251658975835780     
   2.00000000000000        345.836577952628       0.250336000571033     
   4.00000000000000        345.834994064219       0.250401166749805     
   8.00000000000000        345.837238294796       0.252551100969540     
   16.0000000000000        345.839877022099       0.270035651458032     
   32.0000000000000        345.845141831047       0.265050379099810     
   64.0000000000000        345.855621148222       0.282841288120097     
   128.000000000000        345.876380808194       0.283086804352078     
   256.000000000000        345.917121640890       0.290895278496571     
   512.000000000000        345.782398753173       0.279109352237962     
   1024.00000000000        345.811226346807       0.308792812378948     
   2048.00000000000        345.848685044278       0.285527717161759     
   4096.00000000000        345.929318274668       0.276106725241107     
   8192.00000000000        346.030109812657       0.302374613964872     
