 Block length                 Mean                  Average
   1.00000000000000        261.721579362864       0.262118804442037     
   2.00000000000000        261.721579362864       0.268374091215524     
   4.00000000000000        261.720803554879       0.282640234157309     
   8.00000000000000        261.723120031039       0.307666998254598     
   16.0000000000000        261.729276541068       0.360604691727594     
   32.0000000000000        261.741560057085       0.414320219187494     
   64.0000000000000        261.766009730684       0.518197747021612     
   128.000000000000        261.814444843573       0.648967187270303     
   256.000000000000        261.909498752618       0.802788401058784     
   512.000000000000        261.756494663601        1.05960619957528     
   1024.00000000000        261.752045545163        1.32749699730684     
   2048.00000000000        261.766063346101        1.46147141126887     
   4096.00000000000        262.062326674458       0.777525995106055     
   8192.00000000000        262.432655834905        1.11098748133995     
